EZABPQM;Tranche_Debut;Tranche_Fin;Mnémo;Territoire;Date_Attribution
023631;0236310000;0236319999;SFR0;Métropole;08/12/2011
023632;0236320000;0236329999;SFR0;Métropole;08/12/2011
023633;0236330000;0236339999;SFR0;Métropole;08/12/2011
023634;0236340000;0236349999;SFR0;Métropole;08/12/2011
023635;0236350000;0236359999;SFR0;Métropole;08/12/2011
023636;0236360000;0236369999;COMP;Métropole;17/01/2012
023637;0236370000;0236379999;SFR0;Métropole;08/12/2011
023638;0236380000;0236389999;SFR0;Métropole;08/12/2011
023639;0236390000;0236399999;SFR0;Métropole;08/12/2011
023640;0236400000;0236409999;SFR0;Métropole;08/12/2011
023641;0236410000;0236419999;SFR0;Métropole;08/12/2011
023642;0236420000;0236429999;SFR0;Métropole;08/12/2011
023643;0236430000;0236439999;SFR0;Métropole;08/12/2011
023644;0236440000;0236449999;SFR0;Métropole;08/12/2011
023645;0236450000;0236459999;SFR0;Métropole;08/12/2011
023646;0236460000;0236469999;SFR0;Métropole;08/12/2011
023647;0236470000;0236479999;SFR0;Métropole;08/12/2011
023648;0236480000;0236489999;SFR0;Métropole;08/12/2011
023649;0236490000;0236499999;FREE;Métropole;08/01/2009
023650;0236500000;0236509999;FREE;Métropole;08/01/2009
023651;0236510000;0236519999;SFR0;Métropole;08/12/2011
023652;0236520000;0236529999;SFR0;Métropole;08/12/2011
023653;0236530000;0236539999;SFR0;Métropole;08/12/2011
023654;0236540000;0236549999;SFR0;Métropole;08/12/2011
023655;0236550000;0236559999;SFR0;Métropole;08/12/2011
0236560;0236560000;0236560999;COMP;Métropole;07/06/2005
0236561;0236561000;0236561999;COMP;Métropole;07/06/2005
0236562;0236562000;0236562999;NWOT;Métropole;21/01/2026
0236563;0236563000;0236563999;COMP;Métropole;07/06/2005
0236564;0236564000;0236564999;COMP;Métropole;07/06/2005
0236565;0236565000;0236565999;COMP;Métropole;07/06/2005
0236566;0236566000;0236566999;COMP;Métropole;07/06/2005
0236567;0236567000;0236567999;COMP;Métropole;07/06/2005
0236568;0236568000;0236568999;COMP;Métropole;07/06/2005
0236569;0236569000;0236569999;COMP;Métropole;07/06/2005
0236570;0236570000;0236570999;COMP;Métropole;07/06/2005
0236571;0236571000;0236571999;MEFR;Métropole;03/02/2026
0236572;0236572000;0236572999;COMP;Métropole;07/06/2005
0236573;0236573000;0236573999;COMP;Métropole;07/06/2005
0236574;0236574000;0236574999;COMP;Métropole;07/06/2005
0236575;0236575000;0236575999;COMP;Métropole;07/06/2005
0236576;0236576000;0236576999;COMP;Métropole;07/06/2005
0236577;0236577000;0236577999;COMP;Métropole;07/06/2005
0236578;0236578000;0236578999;COMP;Métropole;07/06/2005
0236579;0236579000;0236579999;COMP;Métropole;07/06/2005
0236580;0236580000;0236580999;COMP;Métropole;07/06/2005
0236581;0236581000;0236581999;COMP;Métropole;07/06/2005
0236582;0236582000;0236582999;COMP;Métropole;07/06/2005
0236583;0236583000;0236583999;COMP;Métropole;07/06/2005
0236584;0236584000;0236584999;COMP;Métropole;07/06/2005
0236585;0236585000;0236585999;COMP;Métropole;07/06/2005
0236586;0236586000;0236586999;GNTL;Métropole;09/03/2026
0236587;0236587000;0236587999;COMP;Métropole;07/06/2005
0236588;0236588000;0236588999;VPED;Métropole;16/03/2026
0236589;0236589000;0236589999;COMP;Métropole;07/06/2005
023659;0236590000;0236599999;COLT;Métropole;01/01/2018
023660;0236600000;0236609999;SFR0;Métropole;08/12/2011
023661;0236610000;0236619999;SFR0;Métropole;08/12/2011
023662;0236620000;0236629999;COLT;Métropole;01/01/2018
023663;0236630000;0236639999;COMP;Métropole;17/01/2012
023664;0236640000;0236649999;COLT;Métropole;01/01/2018
023665;0236650000;0236659999;COLT;Métropole;01/01/2018
023666;0236660000;0236669999;SFR0;Métropole;08/12/2011
023667;0236670000;0236679999;SFR0;Métropole;08/12/2011
023668;0236680000;0236689999;SFR0;Métropole;08/12/2011
023669;0236690000;0236699999;SFR0;Métropole;08/12/2011
023670;0236700000;0236709999;UPCF;Métropole;01/05/2014
023671;0236710000;0236719999;COLT;Métropole;01/01/2018
023672;0236720000;0236729999;COLT;Métropole;01/01/2018
023673;0236730000;0236739999;COLT;Métropole;01/01/2018
023674;0236740000;0236749999;COLT;Métropole;01/01/2018
023675;0236750000;0236759999;COLT;Métropole;01/01/2018
023676;0236760000;0236769999;COLT;Métropole;01/01/2018
023677;0236770000;0236779999;COLT;Métropole;01/01/2018
0236780;0236780000;0236780999;COMP;Métropole;07/06/2005
0236781;0236781000;0236781999;COMP;Métropole;07/06/2005
0236782;0236782000;0236782999;COMP;Métropole;07/06/2005
0236783;0236783000;0236783999;COMP;Métropole;07/06/2005
0236784;0236784000;0236784999;COMP;Métropole;07/06/2005
0236785;0236785000;0236785999;KSGP;Métropole;20/03/2026
0236786;0236786000;0236786999;COMP;Métropole;07/06/2005
0236787;0236787000;0236787999;COMP;Métropole;07/06/2005
0236788;0236788000;0236788999;OVEA;Métropole;30/07/2026
0236789;0236789000;0236789999;COMP;Métropole;07/06/2005
023679;0236790000;0236799999;COLT;Métropole;01/01/2018
023680;0236800000;0236809999;COLT;Métropole;01/01/2018
023681;0236810000;0236819999;SEWA;Métropole;01/01/2019
023682;0236820000;0236829999;COLT;Métropole;01/01/2018
023683;0236830000;0236839999;COLT;Métropole;01/01/2018
023684;0236840000;0236849999;COLT;Métropole;01/01/2018
023685;0236850000;0236859999;COLT;Métropole;01/01/2018
023686;0236860000;0236869999;COLT;Métropole;01/01/2018
023687;0236870000;0236879999;COLT;Métropole;01/01/2018
023688;0236880000;0236889999;COLT;Métropole;01/01/2018
023689;0236890000;0236899999;COLT;Métropole;01/01/2018
023690;0236900000;0236909999;SFR0;Métropole;08/12/2011
023691;0236910000;0236919999;COLT;Métropole;01/01/2018
023692;0236920000;0236929999;COLT;Métropole;01/01/2018
023693;0236930000;0236939999;COLT;Métropole;01/01/2018
023694;0236940000;0236949999;COLT;Métropole;01/01/2018
023695;0236950000;0236959999;COLT;Métropole;01/01/2018
023696;0236960000;0236969999;COLT;Métropole;01/01/2018
023697;0236970000;0236979999;SFR0;Métropole;08/12/2011
023698;0236980000;0236989999;SFR0;Métropole;08/12/2011
023699;0236990000;0236999999;SFR0;Métropole;08/12/2011
0237;0237000000;0237999999;FRTE;Métropole;01/01/2017
0238;0238000000;0238999999;FRTE;Métropole;01/01/2017
0240;0240000000;0240999999;FRTE;Métropole;01/01/2017
0241;0241000000;0241999999;FRTE;Métropole;01/01/2017
024200;0242000000;0242009999;OVH;Métropole;10/12/2013
024201;0242010000;0242019999;OVH;Métropole;10/12/2013
024202;0242020000;0242029999;OVH;Métropole;10/12/2013
024203;0242030000;0242039999;OVH;Métropole;10/12/2013
024204;0242040000;0242049999;OVH;Métropole;10/12/2013
0242050;0242050000;0242050999;OPEN;Métropole;24/12/2013
0242060;0242060000;0242060999;OPEN;Métropole;24/12/2013
0242061;0242061000;0242061999;OPEN;Métropole;24/12/2013
0242065;0242065000;0242065999;OPEN;Métropole;24/12/2013
0242066;0242066000;0242066999;OPEN;Métropole;24/12/2013
0242070;0242070000;0242070999;OPEN;Métropole;24/12/2013
0242071;0242071000;0242071999;OPEN;Métropole;24/12/2013
0242074;0242074000;0242074999;OPEN;Métropole;24/12/2013
024208;0242080000;0242089999;SFR0;Métropole;22/03/2018
024209;0242090000;0242099999;OVH;Métropole;29/07/2014
02421;0242100000;0242199999;OVH;Métropole;29/07/2014
024220;0242200000;0242209999;OVH;Métropole;29/07/2014
024221;0242210000;0242219999;OVH;Métropole;29/07/2014
024222;0242220000;0242229999;OVH;Métropole;29/07/2014
024223;0242230000;0242239999;OVH;Métropole;29/07/2014
024224;0242240000;0242249999;OVH;Métropole;29/07/2014
0242250;0242250000;0242250999;OPEN;Métropole;07/10/2014
0242251;0242251000;0242251999;OPEN;Métropole;07/10/2014
0242252;0242252000;0242252999;OPEN;Métropole;07/10/2014
0242260;0242260000;0242260999;OPEN;Métropole;11/08/2016
024227;0242270000;0242279999;INCL;Métropole;28/01/2016
024228;0242280000;0242289999;ODIG;Métropole;01/02/2019
024229;0242290000;0242299999;ALNI;Métropole;22/10/2015
024230;0242300000;0242309999;ALNI;Métropole;31/03/2016
024231;0242310000;0242319999;ALNI;Métropole;31/03/2016
024232;0242320000;0242329999;ODIG;Métropole;01/02/2019
024233;0242330000;0242339999;ODIG;Métropole;01/02/2019
024234;0242340000;0242349999;ODIG;Métropole;01/02/2019
024235;0242350000;0242359999;ODIG;Métropole;01/02/2019
024236;0242360000;0242369999;ODIG;Métropole;01/02/2019
024237;0242370000;0242379999;ODIG;Métropole;01/02/2019
024238;0242380000;0242389999;ODIG;Métropole;01/02/2019
024239;0242390000;0242399999;ODIG;Métropole;01/02/2019
024240;0242400000;0242409999;ODIG;Métropole;01/02/2019
024241;0242410000;0242419999;ODIG;Métropole;01/02/2019
024242;0242420000;0242429999;ODIG;Métropole;01/02/2019
024243;0242430000;0242439999;ODIG;Métropole;01/02/2019
0242440;0242440000;0242440999;OPEN;Métropole;28/07/2016
0242441;0242441000;0242441999;OPEN;Métropole;28/07/2016
0242444;0242444000;0242444999;OPEN;Métropole;28/07/2016
024245;0242450000;0242459999;FRTE;Métropole;01/07/2018
024246;0242460000;0242469999;FRTE;Métropole;01/07/2018
024247;0242470000;0242479999;FRTE;Métropole;01/07/2018
024248;0242480000;0242489999;FRTE;Métropole;01/07/2018
024249;0242490000;0242499999;FRTE;Métropole;01/07/2018
02425;0242500000;0242599999;FRTE;Métropole;01/07/2018
024260;0242600000;0242609999;FRTE;Métropole;01/07/2018
024261;0242610000;0242619999;FRTE;Métropole;01/07/2018
024262;0242620000;0242629999;FRTE;Métropole;01/07/2018
024263;0242630000;0242639999;FRTE;Métropole;01/07/2018
024264;0242640000;0242649999;FRTE;Métropole;01/07/2018
024265;0242650000;0242659999;FRTE;Métropole;01/07/2018
024266;0242660000;0242669999;UPCF;Métropole;19/01/2017
024267;0242670000;0242679999;ALPL;Métropole;09/02/2017
024268;0242680000;0242689999;SFR0;Métropole;13/04/2017
024269;0242690000;0242699999;SFR0;Métropole;27/07/2017
0242710;0242710000;0242710999;PJT3;Métropole;10/08/2017
0242740;0242740000;0242740999;PJT3;Métropole;10/08/2017
0242750;0242750000;0242750999;PJT3;Métropole;10/08/2017
0242760;0242760000;0242760999;PJT3;Métropole;10/08/2017
0242770;0242770000;0242770999;PJT3;Métropole;10/08/2017
0242780;0242780000;0242780999;PJT3;Métropole;10/08/2017
0242788;0242788000;0242788999;PJT3;Métropole;10/08/2017
0242790;0242790000;0242790999;PJT3;Métropole;10/08/2017
0242800;0242800000;0242800999;PJT3;Métropole;10/08/2017
0242850;0242850000;0242850999;PJT3;Métropole;10/08/2017
0242851;0242851000;0242851999;PJT3;Métropole;10/08/2017
0242854;0242854000;0242854999;PJT3;Métropole;10/08/2017
0242860;0242860000;0242860999;PJT3;Métropole;10/08/2017
0242880;0242880000;0242880999;PJT3;Métropole;10/08/2017
0242889;0242889000;0242889999;PJT3;Métropole;10/08/2017
0242890;0242890000;0242890999;PJT3;Métropole;10/08/2017
0242900;0242900000;0242900999;PJT3;Métropole;10/08/2017
0242902;0242902000;0242902999;PJT3;Métropole;10/08/2017
0242910;0242910000;0242910999;PJT3;Métropole;10/08/2017
0242920;0242920000;0242920999;PJT3;Métropole;10/08/2017
0242930;0242930000;0242930999;PJT3;Métropole;10/08/2017
0242940;0242940000;0242940999;PJT3;Métropole;10/08/2017
0242949;0242949000;0242949999;PJT3;Métropole;10/08/2017
0242950;0242950000;0242950999;PJT3;Métropole;10/08/2017
0242959;0242959000;0242959999;PJT3;Métropole;10/08/2017
0242960;0242960000;0242960999;PJT3;Métropole;10/08/2017
024297;0242970000;0242979999;VASO;Métropole;05/10/2017
0242989;0242989000;0242989999;OPEN;Métropole;28/12/2017
0242990;0242990000;0242990999;OPEN;Métropole;28/12/2017
0242999;0242999000;0242999999;OPEN;Métropole;28/12/2017
0243;0243000000;0243999999;FRTE;Métropole;01/01/2017
024400;0244000000;0244009999;FREE;Métropole;08/01/2009
024401;0244010000;0244019999;SFR0;Métropole;08/12/2011
024402;0244020000;0244029999;SFR0;Métropole;08/12/2011
024403;0244030000;0244039999;SFR0;Métropole;08/12/2011
024404;0244040000;0244049999;SFR0;Métropole;08/12/2011
024405;0244050000;0244059999;SFR0;Métropole;08/12/2011
024406;0244060000;0244069999;SFR0;Métropole;08/12/2011
024407;0244070000;0244079999;SFR0;Métropole;08/12/2011
024408;0244080000;0244089999;SFR0;Métropole;08/12/2011
024409;0244090000;0244099999;SFR0;Métropole;08/12/2011
02441;0244100000;0244199999;COLT;Métropole;01/01/2018
024420;0244200000;0244209999;COLT;Métropole;01/01/2018
024421;0244210000;0244219999;COLT;Métropole;01/01/2018
024422;0244220000;0244229999;COLT;Métropole;01/01/2018
024423;0244230000;0244239999;COLT;Métropole;01/01/2018
024424;0244240000;0244249999;COLT;Métropole;01/01/2018
024425;0244250000;0244259999;COLT;Métropole;01/01/2018
024426;0244260000;0244269999;COLT;Métropole;01/01/2018
024427;0244270000;0244279999;SFR0;Métropole;08/12/2011
024428;0244280000;0244289999;SFR0;Métropole;08/12/2011
024429;0244290000;0244299999;SFR0;Métropole;08/12/2011
02443;0244300000;0244399999;SFR0;Métropole;08/12/2011
024440;0244400000;0244409999;SFR0;Métropole;08/12/2011
024441;0244410000;0244419999;SFR0;Métropole;08/12/2011
024442;0244420000;0244429999;COMP;Métropole;20/12/2011
024443;0244430000;0244439999;COMP;Métropole;20/12/2011
024444;0244440000;0244449999;COMP;Métropole;20/12/2011
024445;0244450000;0244459999;COMP;Métropole;20/12/2011
024446;0244460000;0244469999;COMP;Métropole;20/12/2011
024447;0244470000;0244479999;COMP;Métropole;20/12/2011
024448;0244480000;0244489999;COMP;Métropole;20/12/2011
024449;0244490000;0244499999;COMP;Métropole;20/12/2011
024450;0244500000;0244509999;COMP;Métropole;20/12/2011
024451;0244510000;0244519999;SVCM;Métropole;01/04/2021
024452;0244520000;0244529999;SFR0;Métropole;08/12/2011
024453;0244530000;0244539999;SFR0;Métropole;08/12/2011
024454;0244540000;0244549999;SFR0;Métropole;08/12/2011
024455;0244550000;0244559999;SFR0;Métropole;08/12/2011
024456;0244560000;0244569999;SFR0;Métropole;08/12/2011
024457;0244570000;0244579999;SFR0;Métropole;08/12/2011
024458;0244580000;0244589999;SFR0;Métropole;08/12/2011
024459;0244590000;0244599999;SFR0;Métropole;08/12/2011
024460;0244600000;0244609999;SFR0;Métropole;08/12/2011
024461;0244610000;0244619999;FREE;Métropole;08/01/2009
024462;0244620000;0244629999;FREE;Métropole;08/01/2009
0244630;0244630000;0244630999;COMP;Métropole;06/07/2006
0244640;0244640000;0244640999;COMP;Métropole;06/07/2006
0244650;0244650000;0244650999;COMP;Métropole;06/07/2006
0244660;0244660000;0244660999;COMP;Métropole;06/07/2006
0244663;0244663000;0244663999;COMP;Métropole;06/07/2006
0244664;0244664000;0244664999;COMP;Métropole;06/07/2006
0244670;0244670000;0244670999;COMP;Métropole;06/07/2006
024468;0244680000;0244689999;COMP;Métropole;13/07/2006
0244690;0244690000;0244690999;COMP;Métropole;13/07/2006
0244691;0244691000;0244691999;COMP;Métropole;13/07/2006
0244692;0244692000;0244692999;COMP;Métropole;13/07/2006
0244693;0244693000;0244693999;COMP;Métropole;13/07/2006
0244696;0244696000;0244696999;COMP;Métropole;13/07/2006
0244699;0244699000;0244699999;COMP;Métropole;13/07/2006
024470;0244700000;0244709999;FREE;Métropole;08/01/2009
024471;0244710000;0244719999;COMP;Métropole;13/07/2006
024472;0244720000;0244729999;SFR0;Métropole;08/12/2011
024473;0244730000;0244739999;SFR0;Métropole;08/12/2011
024474;0244740000;0244749999;SFR0;Métropole;08/12/2011
024475;0244750000;0244759999;SFR0;Métropole;08/12/2011
024476;0244760000;0244769999;COMP;Métropole;17/01/2012
024477;0244770000;0244779999;COMP;Métropole;21/11/2006
024478;0244780000;0244789999;SFR0;Métropole;08/12/2011
024479;0244790000;0244799999;SFR0;Métropole;08/12/2011
024480;0244800000;0244809999;FREE;Métropole;08/01/2009
024481;0244810000;0244819999;SFR0;Métropole;08/12/2011
024482;0244820000;0244829999;SFR0;Métropole;08/12/2011
024483;0244830000;0244839999;SFR0;Métropole;08/12/2011
024484;0244840000;0244849999;BJTP;Métropole;07/12/2006
024485;0244850000;0244859999;SFR0;Métropole;08/12/2011
024486;0244860000;0244869999;SFR0;Métropole;08/12/2011
024487;0244870000;0244879999;SFR0;Métropole;08/12/2011
024488;0244880000;0244889999;COMP;Métropole;21/11/2006
024489;0244890000;0244899999;SFR0;Métropole;08/12/2011
024490;0244900000;0244909999;COMP;Métropole;21/11/2006
024491;0244910000;0244919999;SFR0;Métropole;08/12/2011
024492;0244920000;0244929999;SFR0;Métropole;08/12/2011
024493;0244930000;0244939999;SFR0;Métropole;08/12/2011
024494;0244940000;0244949999;SFR0;Métropole;08/12/2011
024495;0244950000;0244959999;SFR0;Métropole;08/12/2011
024496;0244960000;0244969999;SFR0;Métropole;08/12/2011
024497;0244970000;0244979999;SFR0;Métropole;08/12/2011
024498;0244980000;0244989999;SFR0;Métropole;08/12/2011
024499;0244990000;0244999999;COMP;Métropole;21/11/2006
02450;0245000000;0245099999;MCI;Métropole;01/01/2018
024510;0245100000;0245109999;MCI;Métropole;01/01/2018
024511;0245110000;0245119999;MCI;Métropole;01/01/2018
024512;0245120000;0245129999;MCI;Métropole;01/01/2018
024513;0245130000;0245139999;MCI;Métropole;01/01/2018
024514;0245140000;0245149999;MCI;Métropole;01/01/2018
024515;0245150000;0245159999;MCI;Métropole;01/01/2018
024516;0245160000;0245169999;MCI;Métropole;01/01/2018
024517;0245170000;0245179999;COMP;Métropole;06/12/2007
024518;0245180000;0245189999;COMP;Métropole;24/01/2008
024519;0245190000;0245199999;COMP;Métropole;24/01/2008
024520;0245200000;0245209999;COMP;Métropole;24/01/2008
024521;0245210000;0245219999;COMP;Métropole;24/01/2008
024522;0245220000;0245229999;COMP;Métropole;24/01/2008
024523;0245230000;0245239999;COMP;Métropole;24/01/2008
024524;0245240000;0245249999;COMP;Métropole;24/01/2008
024525;0245250000;0245259999;COMP;Métropole;24/01/2008
024526;0245260000;0245269999;BOUY;Métropole;13/03/2008
024527;0245270000;0245279999;BOUY;Métropole;13/03/2008
024528;0245280000;0245289999;BOUY;Métropole;13/03/2008
024529;0245290000;0245299999;BOUY;Métropole;13/03/2008
024530;0245300000;0245309999;FRTE;Métropole;01/07/2018
024531;0245310000;0245319999;BOUY;Métropole;13/03/2008
024532;0245320000;0245329999;BOUY;Métropole;13/03/2008
024533;0245330000;0245339999;BOUY;Métropole;13/03/2008
024534;0245340000;0245349999;BOUY;Métropole;13/03/2008
024535;0245350000;0245359999;BOUY;Métropole;13/03/2008
024536;0245360000;0245369999;BOUY;Métropole;13/03/2008
024537;0245370000;0245379999;BOUY;Métropole;13/03/2008
024538;0245380000;0245389999;BOUY;Métropole;13/03/2008
024539;0245390000;0245399999;BOUY;Métropole;13/03/2008
024540;0245400000;0245409999;BOUY;Métropole;13/03/2008
024541;0245410000;0245419999;BOUY;Métropole;13/03/2008
024542;0245420000;0245429999;BOUY;Métropole;13/03/2008
024543;0245430000;0245439999;BOUY;Métropole;13/03/2008
024544;0245440000;0245449999;BOUY;Métropole;13/03/2008
024545;0245450000;0245459999;BOUY;Métropole;13/03/2008
024546;0245460000;0245469999;BOUY;Métropole;13/03/2008
024547;0245470000;0245479999;UPCF;Métropole;01/05/2014
024548;0245480000;0245489999;SFR0;Métropole;08/12/2011
024549;0245490000;0245499999;COMP;Métropole;20/12/2011
02455;0245500000;0245599999;COMP;Métropole;17/07/2008
024560;0245600000;0245609999;BOUY;Métropole;13/03/2008
024561;0245610000;0245619999;COMP;Métropole;17/07/2008
024562;0245620000;0245629999;COMP;Métropole;17/07/2008
024563;0245630000;0245639999;COMP;Métropole;17/07/2008
